round,error1,error2,error3,error4,error5,error6,error7,error8,error9,error10
647,0.491677894,1.7687628769,0.3545217576,3.9783392255,3.8043255865,0.2824185579,0.1980315119,0.112284925,2.6350995824,2.6528355466
648,0.4530584489,1.7685624823,0.3074030424,3.9943463745,3.8155647805,0.2827495485,0.1993227515,0.1076204433,2.4903518212,2.6369604937
649,0.4343616966,1.652256446,0.2254093897,2.5262063519,3.5170233928,0.1736524736,0.080492752,0.0935769043,3.0606484196,3.1214729141
650,0.3769214785,1.6628754215,0.2063378861,2.5384350688,3.5252321108,0.1771760696,0.0896200236,0.0567479885,3.0899731463,3.0984363132
651,0.3951698819,1.5121540215,0.1332608266,2.6728157964,3.5309132803,0.2001170896,0.1245979455,0.0077321505,3.0203386525,3.0780991126
652,0.3846788649,1.5208623718,0.0869738088,2.6945994104,3.6318163776,0.2003746124,0.1295774738,0.0143126863,3.0282811,3.0689175911
653,0.3829340247,1.5248554332,0.7939291182,2.7090473185,3.6505972914,0.2063176044,0.3165437121,0.2617691938,3.0331453187,3.0602923271
654,0.3609629331,1.5632735046,0.6663754756,2.7516649534,3.6923825922,0.1857206596,0.3096683391,0.1976074316,2.8349975012,3.0691531204
655,0.6167524036,1.585676815,0.5708129352,2.7621354302,3.7047754622,0.1754033779,0.3024201818,0.161239604,2.8932903188,3.0765455895
656,0.5419283029,1.5875275998,0.489340212,2.7712943607,3.7165267875,0.1750493983,0.1257041577,0.1277309895,2.943625085,3.0760209411
657,0.4864289089,1.5985671927,0.4299531338,2.7812512702,3.7272850054,0.1762623085,0.1253542323,0.106054505,2.98650739,3.0667503107
658,0.4394473857,1.6024034787,0.34258356,2.7830755518,3.7348810381,0.177487778,0.1307648749,0.0960038516,2.8223413163,3.0508100253
659,0.4260499414,0.412242467,0.3271089497,4.9303716717,3.4428097832,0.104946144,0.0534717536,0.0714196002,1.7224691772,1.8108833964
660,0.3684336368,0.3999310502,0.3059134973,4.9346823571,3.4482899907,0.1859625345,0.0616289249,0.0336066201,1.7554475082,1.8078068128
661,0.3746608781,0.5434087392,0.2973224989,5.0324329852,3.4562065063,0.20800727,0.2554719681,0.0015812643,1.7320863753,1.80573402
662,0.3677335041,0.5327082271,0.259649859,5.0491729172,3.5422969306,0.2143151463,0.264345122,9.92E-05,1.7431380969,1.7994057817
663,0.3668730306,0.5295864163,0.9632856538,5.0550535609,3.5533723171,0.2228327128,0.2832509027,0.273590531,1.7490135271,1.8025820746
664,0.3527061987,0.4997755383,0.8534393237,5.0824617382,3.7508610467,0.2158499231,0.2822198893,0.204156121,1.5621126723,1.8142682895
665,0.6787139715,0.4758923108,0.7422929198,5.2952962964,3.7628914785,0.2107171771,0.2774433679,0.1526892747,1.6314529798,1.8329062136
666,0.6347003241,0.4759135019,0.6493230922,5.2976674947,3.7735551852,0.2233045354,0.2901485237,0.1123850597,1.6891329538,1.8306785548
667,0.5792194953,0.4609927163,0.5737296087,5.3050214353,3.7841267339,0.2258193061,0.2911830734,0.0849909514,1.7426721163,1.8224017179
668,0.5292069961,0.4521273543,0.4815149805,5.3052930889,3.7888737387,0.2306337936,0.2971629969,0.0760229079,1.782340107,1.8173989451
669,0.518105123,0.3974598208,0.2062763194,3.1787414422,3.6032129504,0.0598824631,0.0291848273,0.0485703156,0.3054211287,1.7825817378
670,0.3443612792,0.3840552752,0.1726187915,3.1815870932,3.7007958439,0.0666564224,0.0241385954,0.0121761732,0.3042707508,1.7889359488
671,0.3464975638,0.3870569129,0.1215435291,3.2590320933,3.7105670921,0.2429328647,0.0081680431,0.018984961,0.3329144862,1.7893910168
672,0.3460650944,0.3768030128,0.089654979,3.2741115923,3.7853085119,0.2520719366,0.0192141453,0.0184430103,0.2515622345,1.7557227559
673,0.345203087,0.4336338777,0.5379001149,3.2767383361,3.7922856089,0.271932157,0.0224613818,0.2925793987,0.2629896094,1.7608379752
674,0.2588671296,0.4059176163,0.4736149644,3.1721593726,3.8153280105,0.2714174402,0.0234394346,0.2207190949,0.4574622734,1.7728559191
675,0.5774570011,0.3867165408,0.4138324969,3.3947749802,3.834768589,0.1056378315,0.0112886468,0.1599823244,0.4064029684,1.7934532004
676,0.5352126906,0.3867180267,0.3437396967,3.4171509245,3.8592081891,0.1257637562,0.0374639541,0.1149132923,0.372351637,1.8138723696
677,0.4684198843,0.3631593581,0.2983924557,3.4283155732,3.8752877715,0.1283998654,0.035318822,0.0833685003,0.3384245924,1.8141734756
678,0.4200148906,0.3516537861,0.2284877749,3.4348096716,3.8813263762,0.1353140137,0.0495769231,0.0724114557,0.3170386947,1.8124658305
679,0.3985560399,0.2072406761,0.0701895487,3.4343403427,2.685127764,0.0271807031,0.0354803834,0.036636976,0.2766325283,1.685331873
680,0.2407632649,0.2064625215,0.0432836784,3.4440528542,2.6950290915,0.0334887373,0.0057141934,0.0039204114,0.2782724255,1.69547464
681,0.2599347062,0.2292682432,0.0253565229,3.5345015127,2.7059038051,0.0702654104,0.0481620345,0.0378078214,0.3005932937,1.6936186169
682,0.259298858,0.2349998499,0.0080025242,3.5609286864,2.782979293,0.0799168678,0.0573434184,0.0112095736,0.3083820414,1.5884969386
683,0.2582035129,0.2432486165,0.3219751022,3.5674856273,2.7941677932,0.1012182179,0.0639978635,0.2517140647,0.3151936929,1.5917849442
684,0.2508383938,0.2329963775,0.2858707627,3.3544719775,2.5898095007,0.101728407,0.0693678956,0.1813309771,0.3437827814,1.6039722929
685,0.5548958847,0.4045732947,0.2484169221,3.3880961556,2.6302469508,0.242617293,0.0418997674,0.134705737,0.3019044868,1.6236607777
686,0.5136409557,0.402454895,0.2048848804,3.4205817875,2.6675530471,0.11980656,0.0512710049,0.1024042184,0.2696109627,1.6491311897
687,0.4558274527,0.3738298051,0.1794473794,3.4438934358,2.7900738249,0.1063248505,0.0482286314,0.0757550603,0.245091303,1.6543008299
688,0.4191803347,0.3609101024,0.1417803531,3.4580525244,2.8049624716,0.1076368543,0.0562744684,0.065768419,0.230392863,1.6522846307
689,0.4005364083,0.1856808849,0.2951698369,2.8676374524,2.6536443551,0.0782009134,0.0167765603,0.1142454154,0.1221665847,1.643867268
690,0.1892713042,0.1817798386,0.3173582875,2.8897836564,2.6741535507,0.0710373935,0.0402703311,0.058975994,0.1217185538,1.6650378854
691,0.2274686887,0.2207937683,0.3179559113,3.0070213444,2.6875212196,0.1125234226,0.0225067715,0.0147280559,0.1532989362,1.6641139947
692,0.2262811203,0.2264184045,0.0740757322,3.045874491,2.7854885461,0.1175638685,0.1535355133,0.0176186414,0.1593280031,1.6727080161
693,0.2249878251,0.2230928278,0.1854488349,3.0612893847,2.8043679959,0.118736224,0.1630680855,0.3081893547,0.1609402012,1.6801753571
694,0.2199201272,0.2159607349,0.164034246,2.7898307713,2.5485021099,0.1180585387,0.1673896707,0.2340811086,0.3377243655,1.5351434397
695,0.1856069719,0.4058503411,0.1440726102,2.83733162,2.6027292082,0.228598219,0.3554494479,0.1719682998,0.3048559717,1.5755314021
696,0.1861556533,0.4033601998,0.1142545544,2.878574121,2.6467795594,0.2336937874,0.3527179695,0.1249869319,0.2763388175,1.6252013026
697,0.1717769824,0.3740373419,0.1003825795,2.9136829914,2.6842661761,0.2108869424,0.3358937578,0.0825986745,0.1640864978,1.6576139709
698,0.1677602087,0.3565690317,0.0765475545,2.9328775952,2.7023119536,0.2118185562,0.3405619663,0.0465856075,0.1515117467,1.6668814086
699,0.1676443913,2.5511847124,0.0610977439,0.7507880466,6.0001508528,0.085191062,0.0502825091,0.091912878,0.0772312839,0.4849598156
700,0.0157554587,2.5494290638,0.044255493,0.6866885637,6.1161858955,0.3191073762,0.1861585588,0.0322442306,0.076863988,0.4359443144
701,0.0663453131,2.5446104085,0.0476145358,0.5455765887,6.1364902389,0.2302636406,0.2083826242,0.0523042336,0.1250808948,0.4181367165
702,0.0757609231,2.4373511681,0.0352574421,0.5085589327,6.2670835104,0.2172968335,0.2020544696,0.0518797527,0.1311201214,0.3892074226
703,0.0910000407,2.4356785975,0.2704046171,0.4723879823,6.3152695541,0.1983155037,0.1485805825,0.2375004477,0.1357315808,0.3697414146
704,0.0932949487,2.4439749808,0.2495224128,0.7775346689,6.0273961706,0.178849109,0.1365067678,0.1765179872,0.1213380604,0.6041625541
705,0.0799305308,2.2521536045,0.2345403193,0.7224878982,6.0928916174,0.4018858967,0.3493755818,0.1342044928,0.1122519908,0.5411048979
706,0.0231431483,2.2546082072,0.2088719892,0.672356344,6.1505387492,0.3940252324,0.3136003524,0.0867269198,0.1094321076,0.4703985423
707,0.0226507905,2.2855740629,0.1973479442,0.6300270198,6.1982136478,0.3425496694,0.268413586,0.0412275073,0.108849019,0.418862295
708,0.025793794,2.3065925452,0.1777357692,0.6089071825,6.2214661084,0.3336753612,0.3654254841,0.003052783,0.114658184,0.3914757184
709,0.0284750513,3.1160884384,0.0612892116,0.7575900327,3.0497630908,1.8336799063,0.1287378583,0.0799560519,2.1816436467,0.6048180432
710,0.0412320128,3.0737419748,0.0802568172,0.6732598669,3.200250515,1.5104324687,0.4133002644,0.0336223117,2.1814482455,0.5239785671
711,0.0114921888,3.0158592297,0.0783360748,0.5221718205,3.222234934,1.4805982818,0.4622323175,0.0543981773,2.1168053598,0.4952527777
712,0.0375605014,3.0138893571,0.0883294055,0.4928416236,3.3687113609,1.5211414579,0.4366789241,0.0506616912,2.108720542,0.4515668858
713,0.0167157162,2.9993336355,0.1648216658,0.4509374067,3.425397684,1.541709476,0.4216283536,0.193150797,2.0752013076,0.4284447921
714,0.0141984064,3.0087016663,0.1396074235,0.4704402854,3.1140354732,1.592911411,0.380587254,0.145215554,2.0850152908,0.6653802161
715,0.0236449304,3.0320865772,0.1232130797,0.4430501494,3.1800493566,1.3665940612,0.6066748919,0.1108411351,2.0889481974,0.5911268732
716,0.0154584667,3.0310416602,0.0964067102,0.4248438004,3.2364845417,1.4121455026,0.4463789404,0.0596826602,2.0867699683,0.5161161563
717,0.009830685,3.0294428564,0.0833294223,0.4106497857,3.2016719721,1.4760184569,0.3808795962,0.013639907,2.082784407,0.4739760711
718,0.0016442742,3.0243744295,0.0636116837,0.4000616065,3.2434951181,1.4685322329,0.4940212407,0.0255657505,2.024864182,0.4424967117
719,0.0016623073,3.9915359692,0.7753082373,0.2162309527,3.1030619021,1.7522852247,1.758299946,0.0712916934,0.0258816596,0.2841681817
720,0.1014137483,3.9220761584,0.796448629,0.1980937043,3.2113899095,1.44492881,1.4203292925,0.0368573791,0.0228369076,0.2462004835
721,0.087894648,3.9130646979,0.797563767,0.1228598888,3.2568068617,1.4482764035,1.4180500807,0.0546784749,0.0507081355,0.2399975602
722,0.1230222639,3.9063705629,0.8100240335,0.1231860371,3.3999061203,1.4917080035,1.4488970062,0.0500951792,0.0606133906,0.2272828121
723,0.1199244991,3.8858316642,0.4880915463,0.1239538014,3.4622118368,1.5122202839,1.4654947043,0.168976397,0.0986833405,0.2262968811
724,0.1171971066,3.8865395756,0.5221897465,0.1047366895,3.5285390331,1.578382977,1.5256722572,0.1730098704,0.0803223824,0.2000744792
725,0.1157043903,3.8939702863,0.544208844,0.3993545783,3.5644853534,1.6610673347,1.2609648646,0.1725126835,0.0794963546,0.1854530661
726,0.0026987079,3.8938621963,0.5808459154,0.387824355,3.5792018287,1.6937104719,1.3394015524,0.1984044324,0.0952194722,0.1686022391
727,0.0223495984,3.8855150419,0.6010957154,0.3720529487,3.5961761544,1.7237124792,1.4050092808,0.2100520573,0.1108884054,0.1763729396
728,0.0429880539,3.8824362118,0.6273341957,0.2564096684,3.6176175664,1.7469766767,1.4710867654,0.2094124012,0.1101368896,0.1785735845
729,0.0519508685,4.011512497,0.07236823,0.4708965553,6.9974420873,1.8066363648,1.8983823635,0.1126502482,0.0701225622,0.0686168372
730,0.02191162,4.0179172715,0.7667873917,0.4916367794,7.0836217982,1.8419499942,1.639455159,0.1079704109,0.0616763996,0.0321827154
731,0.0266258225,4.0036364984,0.6744374056,0.5760385555,7.1201713987,1.8280642124,1.6720836299,0.1383014109,0.0475310075,0.0348934634
732,0.0287608335,4.0133191028,0.6717196062,0.5797779213,7.2343068344,1.8401297637,1.7177689192,0.1314930267,0.0399460091,0.018624379
733,0.0354160751,3.9852854369,1.0444609401,0.5806374187,7.2793941137,1.8352834277,1.7374641327,0.1824432691,0.0025977891,0.0282499258
734,0.0346406621,3.9830684642,0.9916164294,0.6066549417,7.3601838421,1.842782668,1.805735154,0.180958961,0.0083061323,0.0236952856
735,0.0345006984,3.9878318122,0.966376372,0.1745660463,7.3923713843,1.870172218,1.8959714223,0.183415934,0.0098614086,0.0223791792
736,0.2584524023,4.0464009958,0.9170613122,0.1996576257,7.397971084,1.876000646,1.9430707825,0.2033447625,0.0169489134,0.0333916868
737,0.2283726538,4.0454684218,0.8871143491,0.267978813,7.4111896565,1.8789768854,1.9723883349,0.2138492347,0.0236595168,0.0347887665
738,0.1853230292,4.0451446945,0.8560492519,0.317190457,7.4276847148,1.9490312455,2.0016192583,0.2130678582,0.0241185027,0.0417299324
739,0.1429446429,5.0380683214,0.1168229586,0.2438712153,0.5098421519,2.1297435016,1.8872106193,0.0638657552,0.0644102272,0.0017073556
740,0.1098345793,5.050876175,0.0845188391,0.2190898019,0.450473579,2.1476578806,1.9235601421,0.0607568162,0.0629683231,0.0529447506
741,0.1013479118,5.0351882362,0.2049976827,0.1282149293,0.4215229288,2.1271396203,1.9009104959,0.0866939904,0.0408763489,0.0446900402
742,0.0930932954,5.0525174307,0.166203172,0.1142978946,0.3359946522,2.1296029379,1.9085622908,0.0866565427,0.0446666052,0.0550211249
743,0.0752202873,5.0266151942,0.47377403,0.1493697438,0.327319768,2.1232713203,1.9068734996,0.1152010563,0.0137997615,0.0432787815
744,0.06455241,5.0237628408,0.417306754,0.1078217026,0.2496617624,2.1188929729,1.915268597,0.1123784874,0.0200055639,0.0420839416
745,0.0554839045,5.0266846292,0.3879485834,0.6778285835,0.2199134783,2.1304062084,1.9427675075,0.1131532921,0.0216711567,0.0409781562
746,0.4609807386,5.0230881526,0.3469854376,0.6106798824,0.210049396,2.127861981,1.9509120154,0.123936223,0.0466104419,0.040215866
747,0.3942458376,5.0230629048,0.3228475673,0.5357944681,0.2012745208,2.1275514646,1.9470938007,0.1325144855,0.046348589,0.0410326747
748,0.3128420581,5.0229437684,0.2977575343,0.946032673,0.5574901328,2.1213505607,1.9483197892,0.1305420227,0.0428386642,0.0367339245
749,0.1943785191,3.6840825455,0.2530872995,0.6610757356,0.7929359611,2.0767644021,2.0677465373,0.0474974038,0.0862504984,0.0424342515
750,0.2042911292,3.7105172666,0.227609629,0.6084036041,0.7369031093,2.0847215451,2.0756384656,0.0515383203,0.0846856562,0.0565821851
751,0.2205284799,3.7054393049,0.3757163323,0.468818164,0.7012590562,2.0419634265,2.0233864879,0.075636511,0.0573459495,0.0590245784
752,0.2014786304,3.7549919807,0.3230474697,0.3892995405,0.6092703457,2.0448522834,2.0270726811,0.0789448527,0.0619792736,0.0596778435
753,0.1947015433,3.7875769369,0.6223203392,0.3315592178,0.5301336457,2.0083650424,2.0058191866,0.1025535785,0.0402848441,0.0342361208
754,0.1595779834,3.808201313,0.631760541,0.2484410086,0.4314803511,2.0054561913,2.004898247,0.2393896482,0.0466170622,0.0355748844
755,0.127851213,3.8364885314,0.5991355862,0.9346224358,0.3618754996,2.0205574597,2.0233276272,0.2035749579,0.0459449359,0.0485472714
756,0.6210902932,3.8529194349,0.5641152904,0.8364641587,0.3251507684,2.0190382962,2.0250260389,0.1556048518,0.045612437,0.0485590084
757,0.5263019463,3.8603482875,0.5409246103,0.7037295071,0.2909447488,2.0185863746,2.019412985,0.1075123243,0.0451454922,0.0487456518
758,0.429769896,3.8664276496,0.5145654295,1.0993282456,0.5966995754,2.0192786241,2.0217429507,0.0589612933,0.0413168871,0.0467609672
759,0.3552855243,1.6488469557,0.1743914159,0.8281985606,0.4110997457,1.7931861165,2.0679286931,0.1403527258,0.0856062794,0.0970260615
760,0.313444916,1.6685627239,0.1498451895,0.7647837444,0.3803723909,1.7940025724,2.0590143779,0.1163811795,0.0801206693,0.1013235678
761,0.3497279154,1.6343499252,0.3223317331,0.6131421408,0.3747867848,1.748983568,2.0013153843,0.0403055956,0.0246788868,0.0220270436
761,0.3497279154,1.704940596,0.2559942472,0.5051057618,0.3323419746,1.7595613484,2.0021905876,0.0328600683,0.0330765794,0.0077056322
762,0.3497279154,1.7443823585,0.5653960807,0.4231407642,0.2835287514,1.7693998231,1.9867499796,0.0206079004,0.001556039,0.0251597907
763,0.3497279154,1.7770813009,0.4992380968,0.3405951391,0.2355384,1.789372815,1.9915877107,0.2699404813,0.0213721146,0.0122390033
764,0.3497279154,1.8130952594,0.4634523159,0.932000416,0.2048761445,1.80977794,1.9983629127,0.220868927,0.0211876441,0.0067593141
765,0.3497279154,1.8425193982,0.4100753202,0.7759035442,0.1901614788,1.822420485,1.9963587827,0.1628657696,0.0215793906,0.0049234762
766,0.3497279154,1.8566391073,0.3771515878,0.6683729069,0.2126418323,1.8265209491,1.9959870063,0.1042964605,0.2529157225,0.0171242039
767,0.3497279154,1.866688793,0.3428748026,1.0387250234,0.4123192022,1.8317760595,1.9955993612,0.0403424884,0.2137742153,0.0235328842
768,0.3497279154,1.521779211,0.1495442465,0.6781807305,0.7650617966,2.1418090023,2.0294567697,0.0508457729,0.2593617726,0.0834024383
769,0.3497279154,1.5399905576,0.717633249,0.6087678525,0.6854465727,2.1465679938,2.0283922391,0.0085570969,0.2833115352,0.0692874417
770,0.3497279154,1.5142309884,0.6901939734,0.453510484,0.6837298782,2.1099459728,1.9951218399,0.0710798001,0.2443396278,0.0322179247
771,0.3497279154,1.5765685298,0.6924842491,0.3384686191,0.7004824586,2.1231359624,2.0036310066,0.0796159701,0.196929204,0.032200217
772,0.3497279154,1.6329956742,0.9467824208,0.2503138536,0.7330287231,2.1426461745,2.0191941464,0.1337770279,0.1384447077,0.0329516591
773,0.3497279154,1.6775376546,0.9074469535,0.1872654938,0.7533563154,2.1766106687,2.0363695569,0.0826746617,0.1160815013,0.018071426
774,0.3497279154,1.7161608697,0.8725535538,0.7632764384,0.764824005,2.1973797027,2.0540247017,0.0553625067,0.0668993676,0.0154869415
775,0.3497279154,1.7423949067,0.8544576291,0.6391361735,0.8408556143,2.214944286,2.0602704205,0.023201438,0.062882757,0.0283812371
776,0.3497279154,1.7513569554,0.8420434421,0.553140542,0.847482052,2.2211331907,2.0615959546,0.0144008051,0.3241763391,0.0507707124
777,0.3497279154,1.7566118177,0.8195403597,0.899461785,0.6793216146,2.2241118188,2.0617709481,0.0554235955,0.2730840302,0.062351651
778,0.3497279154,1.6331239445,1.086867814,0.8883611556,0.143314535,1.6564675689,1.6555920448,0.0525863857,0.3434665389,0.0285984499
779,0.3497279154,1.6446139972,0.8863345936,1.0146181164,0.1215826108,1.6663164899,1.5459075512,0.071278863,0.4759142644,0.042001454
780,0.3497279154,1.6256064627,0.992681091,0.90991546,0.1259627434,1.6326458678,1.5100889902,0.086364662,0.3407572466,0.1068145062
781,0.3497279154,1.741051145,0.6407583072,0.7955910917,0.1192132175,1.643845624,1.5154338933,0.0894455023,0.2713894785,0.1047727261
782,0.3497279154,1.7787567952,0.7076059827,0.7063685469,0.098648806,1.6770066181,1.5324298448,0.10677487,0.1776688699,0.1042802647
783,0.3497279154,1.8254791266,0.7604674175,0.6544586581,0.3334212066,1.719015791,1.5578947826,0.1071602868,0.1384169943,0.0889546184
784,0.3497279154,1.8500974783,0.8419196455,1.1963596707,0.6526872914,1.7343203653,1.5739251961,0.0886997657,0.1178023006,0.0862586943
785,0.3497279154,1.8703827156,0.8783828382,1.08119613,0.6066061053,1.7502437129,1.5815507595,0.0662599997,0.1019077969,0.1095678701
786,0.3497279154,1.8734475553,0.9156507801,0.9961497356,0.5690462083,1.618198533,1.5811987041,0.0626822541,0.4324110878,0.1326558221
787,0.3497279154,1.8753335744,0.2779105008,1.3581103236,0.7734261885,1.6198515962,1.581231266,0.0578541845,0.3579070177,0.1459574706
788,0.3497279154,1.4857983601,0.2882300971,0.6968907371,0.3722202785,0.3839572042,0.3446640692,0.0133348548,0.3669103301,2.9270373811
789,0.3497279154,1.4934003022,0.5060077913,0.5974915572,0.3214819129,0.5793309437,0.33994158,0.0107244403,0.5169955787,2.9156952103
790,0.3497279154,1.4967548221,0.3964200788,0.5051683182,0.3032641798,0.6265220074,0.3539042538,0.1570039043,0.3329248542,2.8787576992
791,0.3497279154,1.4861197686,0.792717367,0.3968861601,0.2848934791,0.6259873812,0.3420957553,0.1584389445,0.2825035847,2.879155191
792,0.3497279154,1.5100462678,0.7229130792,0.4581164879,0.408671055,0.608934302,0.3139904877,0.1499581527,0.2028138446,2.8838600825
793,0.3497279154,1.5530767831,0.6621653209,0.406418587,0.366179202,0.5688585969,0.2816009104,0.32076601,0.1488582477,2.9115681143
794,0.3497279154,1.5619645942,0.5914571526,0.9165096118,0.7166961202,0.5623918302,0.2653529133,0.3071466699,0.1271090409,2.912364335
795,0.3497279154,1.5733916717,0.5436999184,0.7994913925,0.6371214243,0.5495881967,0.2580771743,0.2934473626,0.1199284688,2.8861806035
796,0.3497279154,1.5736152646,0.4993752434,0.7069771706,0.8561196819,0.5481746146,0.258026409,0.2933483543,0.4225107999,2.8629828575
797,0.3497279154,1.5733525879,0.408928705,1.0680679955,1.1013803239,0.5477898729,0.2579893926,0.2882851127,0.3331237481,2.8545802014
798,0.3497279154,2.6380738519,0.3857330483,0.0880896144,0.3959516822,0.3637305482,0.3050485872,0.1178125357,0.344903633,0.1261580896
799,0.3497279154,2.6413480081,0.5951349125,0.0266919736,0.314573663,0.6460909753,0.5582799937,0.1182548718,0.4966617489,0.3314196113
800,0.3497279154,2.6797883554,0.4870937478,0.1087116134,0.2733505776,0.699213692,0.6069950734,0.1128259979,0.3140362499,0.4254377743
801,0.3497279154,2.7148841389,0.8180919341,0.1995201458,0.2352835978,0.7009429719,0.60946523,0.1132925135,0.2518816297,0.4434534702
802,0.3497279154,2.7662011337,0.7468549462,0.2572967438,0.2024921466,0.6897049265,0.600630387,0.0917265124,0.2074422147,0.4565671562
803,0.3497279154,2.8055495715,0.7082595304,0.3150158577,0.1359875637,0.6633890491,0.579644731,0.2718877286,0.1338360285,0.4518117817
804,0.3497279154,2.8134376137,0.6460908796,0.1480851062,0.5185662541,0.6603036319,0.5711396676,0.2548717705,0.0978516946,0.4513858086
805,0.3497279154,2.8220123223,0.6015695607,0.0282561154,0.4132459452,0.6508045717,0.5661379099,0.2370036291,0.0653597393,0.4622522508
806,0.3497279154,2.8217201055,0.5635868484,0.0667905847,0.3161166054,0.6503615388,0.5663378564,0.2324842891,0.0285686761,0.475699917
807,0.3497279154,2.821910486,0.576344374,0.2844388643,0.6189897792,0.6508536995,0.5668215367,0.2249644142,0.0155158631,0.4808538509
808,0.3497279154,2.6087465186,0.5581082963,0.6088115133,0.4992872756,1.7222297366,1.8611816681,0.1908898899,0.0689216178,2.600395596
809,0.3497279154,2.6060360667,0.5955309636,1.4009316641,0.3942819636,1.3573976244,1.8625688129,0.4048753561,0.1170905997,2.5748282767
810,0.3497279154,2.6779882784,0.6703739481,1.3236607711,0.3400130673,1.2987350086,1.9052309854,0.4513431299,0.0714046209,2.6152683974
811,0.3497279154,2.7085219493,0.3593261453,1.2519811214,0.2595254446,1.2951677983,1.9221154152,0.4510655454,0.0684299552,2.6230882072
812,0.3497279154,2.7699906935,0.4071932177,1.2668409306,0.3980847377,1.3007575048,1.8341266889,0.4540197812,0.0745539155,2.6466953406
813,0.3497279154,2.789624184,0.4225217971,1.1945912911,0.3202741928,1.3152703184,1.8545209788,0.5870978566,0.0272808172,2.646584397
814,0.3497279154,2.794603933,0.4528889815,1.6584336097,0.7279548196,1.3175453149,1.8647841703,0.5704838939,0.0124878039,2.6438091715
815,0.3497279154,2.7999682515,0.480417151,1.5204434319,0.6027069141,1.3247432742,1.8715207603,0.5554727307,0.0037263888,2.6251225608
816,0.3497279154,2.7993876157,0.5022875026,1.399807962,0.4862250813,1.3245687058,1.8713900697,0.5500794151,0.00457561,2.6115283653
817,0.3497279154,2.7997349441,0.185696458,1.7758694984,0.8188786629,1.3233466083,1.8711851979,0.5398226219,0.0056638405,2.6050675185
818,0.3497279154,1.5837725536,0.1416835598,0.4854181628,0.5242372157,2.1701107978,1.7128317731,0.2736350852,0.0174762839,3.6253571127
819,0.3497279154,1.5745432671,0.0513889111,1.4295041523,0.4009307903,2.1688806985,1.7082800522,0.2780774005,0.0442210045,3.1895695271
820,0.3497279154,1.6145927831,0.0122047322,1.3495995834,0.3458182058,2.2288964387,1.7790352116,0.5549829233,0.0175578532,3.081821569
821,0.3497279154,1.6500714122,0.3458358695,1.2851733295,0.2797225597,2.0751529404,1.7994344873,0.5559829268,0.0188909039,3.056930938
822,0.3497279154,1.7129401295,0.3036830602,1.6919796046,0.6818856455,2.1278927117,1.6963385134,0.5608331588,0.0206555602,3.040728257
823,0.3497279154,1.4881066233,0.29627517,1.5446449224,0.5316287129,2.1470839832,1.7087760574,0.5570989752,0.0398106151,3.038610273
824,0.3497279154,1.513260546,0.2692378878,1.9945721302,0.9534061099,2.1477998339,1.7156706334,0.5553471169,0.0381566963,3.0403220232
825,0.3497279154,1.5428259932,0.2444868471,1.7858371674,0.7495208317,2.1544608608,1.7220853968,0.5530780543,0.0557255227,3.0397500807
826,0.3497279154,1.5620472165,0.223985283,1.6040488528,0.5654425701,2.1540663283,1.7217137521,0.5532383025,0.0748139374,3.036183782
827,0.3497279154,1.5749328,0.1853176769,1.8934880942,0.8285650786,2.1496563859,1.7153208558,0.5497387806,0.0891080265,3.0370128631
828,0.3497279154,1.4477373743,0.1476164335,0.7182535066,0.7174620193,1.7648811182,1.7045121179,0.2131860129,0.0050290703,3.183913658
829,0.3497279154,1.4408539792,0.058713246,0.5136688981,0.5534926365,1.7555844397,1.691787984,0.2281771711,0.0334552562,3.1410250424
830,0.3497279154,1.585334316,0.0009139285,0.3960507391,0.4984937115,1.8397650975,1.7874555748,0.1709181349,0.0280882193,3.2564884416
831,0.3497279154,1.6317432032,0.3154337603,0.3407939222,0.4113763907,1.8496602267,1.8076868912,0.1670928549,0.0406861863,2.4426818068
832,0.3497279154,1.7263185088,0.281391224,0.7674909311,0.8308378011,1.9005592718,1.8603920883,0.1111624847,0.0674018179,2.4177612669
833,0.3497279154,1.5024498913,0.2928200549,0.597390339,0.6559090906,1.6642041524,1.6142400101,0.1120451141,0.0690630829,2.4217288059
834,0.3497279154,1.5448487369,0.264909692,1.0331500267,1.0404511337,1.6933187898,1.6528172235,0.1139064745,0.0691396548,2.4228561431
835,0.3497279154,1.5845521662,0.2443178905,0.8367138055,0.8399260087,1.7224945141,1.6819996968,0.1119637775,0.0614955978,2.428710649
836,0.3497279154,1.5918870133,0.2288907899,0.6551285173,0.6499268981,1.7269557437,1.6858776538,0.0936660647,0.0772919688,2.4313095497
837,0.3497279154,1.5966300703,0.2164232329,0.9359969282,0.8999299864,1.7272859165,1.5856744683,0.1057445395,0.1036954061,2.4348353112
838,0.3497279154,1.4041554244,0.243842208,0.2024614161,0.2530993571,1.6584325998,1.5954673709,0.1833664867,0.0551402297,1.9020754459
839,0.3497279154,1.3932764693,0.320285042,0.0261630028,0.0692053509,1.6579798827,1.5892926945,0.2065056188,0.1012313956,1.8409042542
840,0.3497279154,1.4820995569,0.3725801152,0.1735628681,0.0169557253,1.7725544589,1.7175907161,0.1551181941,0.0163406144,1.9746027105
841,0.3497279154,1.5162719876,0.0853431484,0.2241855632,0.1385375742,1.7837492557,1.738306196,0.1502489491,0.0013506287,1.9656928102
