round,error1,error2,error3,error4,error5,error6,error7,error8,error9,error10
255,0.2350750253,0.0546062247,2.9867016322,1.0121054066,0.1726439051,0.0489322063,0.0319781305,3.0677559672,2.6559674882,0.0241177253
256,0.2382624146,0.0875547985,3.1783892046,1.0366214264,0.1499112843,0.0939192329,0.1320672827,3.1384573565,2.7035113174,0.0075983919
257,0.1650737667,0.0844166842,3.2909698449,1.0581438404,0.1304801767,0.0931170161,0.1286510975,3.2020967091,2.7453333449,0.4562873257
258,0.0969942921,0.0799094365,3.3916211166,1.0778647235,0.1134792685,0.0876958423,0.1251806791,2.7428026491,2.76342267,0.3429629699
259,0.0424347358,0.020520447,2.1890866028,0.4355423504,0.1112365678,0.0249375015,0.0693173508,1.4476807,2.8548074839,0.2857189935
260,0.0592691021,0.0065209985,2.3111380014,0.4428901127,0.1040325748,0.0118333689,0.0529526442,1.5435759955,2.9587940905,0.2714105894
261,0.0470439656,0.018506894,2.4559805905,0.4475120609,0.1006988933,0.0078349262,0.0248917836,1.609839192,2.7075037038,0.256971605
262,0.0718358515,0.0077828282,2.4994434249,0.4505978289,0.1038691535,0.0143569634,0.0225664946,1.6584855613,2.893781253,0.2511665297
263,0.0418969439,0.015253969,2.0556363571,0.4607364241,0.0968829176,0.0162905806,0.0129785039,1.6765883914,3.0166093488,0.2320606407
264,0.0321761712,0.0164213361,2.0255914787,0.4700862541,0.1021850531,0.0200132912,0.0056810189,1.7234510308,3.0835130291,0.1977354473
265,0.3050237822,0.0133665287,2.2009993633,0.3358179132,0.2141787956,0.015527835,0.0090336033,1.8044516229,3.1699114766,0.1408971425
266,0.3119427156,0.1069932237,2.355839332,0.3591620741,0.1939990297,0.0937219802,0.140591695,1.8216593754,3.2359640062,0.0849486093
267,0.2095082685,0.1062822686,2.4355608838,0.3763466422,0.176096441,0.0940366721,0.1402818919,1.8358209193,3.2848852615,0.5736098962
268,0.1169700603,0.1044544084,2.5020567231,0.3989551465,0.159372972,0.0921125479,0.1396826204,1.3804337919,3.3088119019,0.4190690173
269,0.0520247608,0.0795239121,0.7157605386,0.0727837529,0.1339535208,0.0835404501,0.1221925154,1.5671769929,2.4078978513,0.356729919
270,0.0619530873,0.0649812106,0.6596484543,0.0455888371,0.1266915468,0.0693406693,0.1053194574,1.6667237465,2.5026177756,0.3370562468
271,0.050284788,0.0442131476,0.5769373669,0.1254709199,0.1062054368,0.053371082,0.082168693,1.7020303092,2.6249136614,0.3176011329
272,0.0450021591,0.0525201426,0.5711733529,0.1202799746,0.0872611054,0.0464464452,0.2792313495,1.7315732886,2.7341999727,0.313643732
273,0.0272071087,0.0476931177,1.0059979449,0.1082583543,0.0823392656,0.0451203181,0.2292782207,1.7360019679,2.785014626,0.297196433
274,0.0166600672,0.0455744583,1.0164042546,0.1049759211,0.0850447412,0.0799215014,0.2145171865,1.7611383699,2.83561081,0.2610857595
275,0.2997405539,0.0470811938,0.8992624719,0.2454273245,0.1982064011,0.0829294748,0.2090997585,1.8323409079,2.8883834088,0.2045433627
276,0.3065449036,0.1482050514,0.7971983508,0.2050884797,0.1731686024,0.1791146588,0.3590536622,1.8584242086,2.9251639455,0.1141551331
277,0.187713693,0.1613454714,0.7561731424,0.1765014679,0.1595821074,0.1783999571,0.6140024657,1.8719521323,2.9520950442,0.6119719164
278,0.1075885533,0.1815156255,0.7201511836,0.1524534104,0.1475460786,0.1749942334,0.5693831352,1.4258760276,2.9632546509,0.8200464659
279,0.0510887191,0.0834049496,0.2544790794,0.1387053709,0.1144805973,0.0486391443,0.4628683381,1.526817783,0.6009566963,0.7591302527
280,0.1012624703,0.0637171054,0.2223308574,0.1240594384,0.106375783,0.0309925321,0.3958747737,1.6154184,0.5178812468,0.6555640409
281,0.0852951566,0.0453324165,0.163266523,0.4412888093,0.1057040518,0.0216113377,0.29048206,1.6349617131,0.411791105,0.5916292383
282,0.0667748494,0.0226555564,0.1628501473,0.4134480376,0.0906337499,0.0024235014,0.4777317706,1.6245573798,0.3283486133,0.5723693042
283,0.0524704439,0.023367841,0.4943199094,0.3832767051,0.1376121772,0.0067589172,0.3807374298,1.6273921564,0.30617014,0.8121255845
284,0.0121717786,0.0240104225,0.4835707516,0.3712560213,0.1417518772,0.0040610706,0.3544467967,1.6670975048,0.2644582329,0.7005824038
285,0.179575617,0.0250103305,0.3966248115,0.5314111703,0.2511811621,0.0607433781,0.3187784342,1.7627370629,0.3953664578,0.5875274184
286,0.1964586452,0.1121330145,0.3235268398,0.4880182949,0.2469148476,0.1569430477,0.4998406868,1.8001179433,0.3674441791,0.4359920195
287,0.1082092424,0.132145052,0.3046737402,0.4672336424,0.2415348883,0.1710515678,0.8085205363,1.8172843867,0.3194268448,0.8486115281
288,0.048176063,0.1244481534,0.2888160006,0.4298960281,0.2348988212,0.1664636996,0.7368473265,1.4068662316,0.2933734804,1.0066632619
289,0.0197706584,0.0921328843,0.4964716524,0.2990595645,0.0888935938,0.0769119096,0.5714090829,1.577259189,0.6411100475,0.8819807773
290,2.1347131768,0.0727776477,0.4823658338,0.2649320329,0.0808606066,0.05829561,0.4890224781,1.6796791908,0.54387564,0.7912253686
291,2.1681146821,0.0641012948,0.436945964,0.4242270732,0.0703108089,0.0504681201,0.3644339796,1.6451519554,0.4477707542,0.6608291609
292,2.1794262251,0.0402539176,0.4396335939,0.3896270597,0.0545548251,0.0492522838,0.4707732836,1.657267164,0.338455914,0.6323265522
293,2.1904721367,0.0447675194,0.7552050925,0.3884186681,0.0520852835,0.0529429798,0.396718368,1.6565163422,0.3257444317,0.8744402191
294,2.2147174158,0.0482223953,0.7472761055,0.3735057543,0.0549700818,0.0516307027,0.3754009012,1.5426521366,0.283712416,0.7279236009
295,2.0133960357,0.0478432455,0.6774107854,0.5748128565,0.1710585391,0.0576503903,0.321462702,1.6240420111,0.3970411431,0.6327425354
296,2.0060183381,0.1495425558,0.6422777467,0.7357808403,0.2718487935,0.1259866836,0.5063441683,1.6923515658,0.3712674396,0.4716681753
297,2.0791344956,0.1706091585,0.63387,0.6785570062,0.2613718036,0.1280370964,0.7479193048,1.7289292537,0.3219349183,0.8540792199
298,2.1303397713,0.170257096,0.6255686141,0.6246807801,0.2497733235,0.1280269109,0.6827731066,1.3687538777,0.290570924,0.9947067832
299,2.1603648201,0.1325937678,0.5205773076,0.51767414,0.2082760033,0.0435598359,0.56638925,2.2293739652,0.2274559755,0.9079974119
300,0.0793979744,0.1164262888,0.5177148097,0.4640496728,0.1953973546,0.02777003,0.5197721865,2.351101638,0.413518074,0.8030468217
301,0.059400117,0.1159301117,0.4876388239,0.59244114,0.1696208206,0.0385017724,0.4106304588,2.4190493597,0.3842423692,0.6448256548
302,0.0428627807,0.0912309281,0.4837788065,0.5432799587,0.1522619025,0.0370334126,0.491444717,2.4447183764,0.2902516767,0.5808767061
303,0.0281484641,0.1040106274,0.7596018565,0.518431621,0.1529783884,0.046803692,0.4349340465,2.4664016586,0.2925876888,0.7976287687
304,0.0034785077,0.1114862359,0.7541882528,0.4891697053,0.1512268692,0.0531380094,0.4142293859,2.324495019,0.2707454073,0.6401185091
305,0.2029107655,0.1124232838,0.6978528916,0.7107119225,0.3135767615,0.0688443341,0.3463134213,2.413600803,0.3844837572,0.5723797835
306,0.2759879916,0.2300988943,0.6732640919,0.894348406,0.4326871575,0.1555333814,0.5431611504,2.4804470012,0.3673622986,0.4146500006
307,0.2671784887,0.2481328222,0.6654358902,0.8323588486,0.4195447809,0.1808893176,0.7623318863,2.5561050241,0.3364925921,0.7572888652
308,0.2291951485,0.2505275591,0.6571177366,0.7769575862,0.4067347138,0.1807206961,0.7052791767,2.2070127931,0.3148201111,0.8885050319
309,0.2094158659,0.1120839649,0.1285892571,0.6804675573,0.2462398287,0.0542614658,0.578486584,1.8017488596,0.2133509049,0.8977849801
310,0.1747750304,0.1042245714,0.1385542203,0.6203817888,0.1865883905,0.0445818712,0.5304400265,1.9144306163,0.3845620884,0.6837622193
311,0.3645752838,0.2332584459,0.1726866691,0.738610603,0.3778087653,0.0589586562,0.4557648557,1.9917651635,0.3797760162,0.5262485544
312,0.2806384731,0.153181151,0.1821774319,0.6634856335,0.3521566885,0.047698307,0.5397580871,2.0144209013,0.3056384188,0.5111299534
313,0.205877045,0.1401833927,0.2167528673,0.6381295769,0.3675465756,0.0792241838,0.458800295,2.0400473338,0.3104388157,0.6986795315
314,0.1595511556,0.1690822966,0.2103588508,0.592594944,0.3547058794,0.0863619474,0.4345018284,1.8882900958,0.2975359325,0.5471213306
315,0.4452496092,0.2344318596,0.231028127,0.8535252441,0.5257117605,0.0845378552,0.3570075808,1.9762653303,0.4107601229,0.5035512836
316,0.5465454642,0.370832167,0.242669399,1.1783469303,0.6615872566,0.1851867426,0.6453083844,2.1207028536,0.3926586082,0.3533610707
317,0.533485641,0.3917859194,0.2381757752,1.1055213989,0.6292864161,0.1972909463,0.8500022083,2.1926807762,0.365633571,0.6690072697
318,0.4820296865,0.3886707907,0.2349751019,1.0355233332,0.5932433555,0.3179389729,0.7934771674,2.256994711,0.336206392,0.7960465578
319,0.4440459737,0.2845265986,0.1216202575,0.7651354964,0.4863120147,0.2250850927,0.6276658558,2.3833791674,0.1461803767,0.7347406571
320,0.3806859867,0.2808819783,0.1208403033,0.6957382374,0.4493314663,0.2271693208,0.5896186297,2.5356880348,0.522769127,0.5946612971
321,0.5364387577,0.4066320335,0.0999496559,0.8637298843,0.6397564647,0.2404850144,0.5593620507,2.4906714375,0.5176293591,0.4223579781
322,0.4591503501,0.3352189114,0.0947599498,0.7827469075,0.6034383638,0.2221572057,0.6257811619,2.4835218804,0.475033507,0.4054652681
323,0.373158067,0.3050953461,0.0955681016,0.7416684718,0.7285909098,0.2534733857,0.5528260788,2.4742486952,0.503024217,0.5636608657
324,0.3854321949,0.2884578512,0.1063626864,0.6933112766,0.7051214642,0.2524519144,0.5431120353,2.4891103181,0.4925785481,0.4460729996
325,0.6262122143,0.2643951581,0.0935263951,0.9906379846,0.9297778539,0.2436833974,0.486796087,2.5510677971,0.4133362991,0.3872196183
326,0.7278544094,0.411144539,0.0907493948,1.2282145263,1.0798292554,0.3563300866,0.703170796,2.6299766715,0.398516032,0.2525437348
327,0.7071340062,0.4335360043,0.0727773084,1.1484702311,1.029228821,0.3773688967,0.89175633,2.6476485812,0.3920812956,0.5739202855
328,0.655783785,0.4281521128,0.0769256274,1.06939122,0.9714605917,0.3755627924,0.8293295053,2.6695024454,0.3771868446,0.6917069037
329,0.6115397237,0.3439203918,0.0043617147,0.4692134443,0.6639995107,0.2743689349,0.7046010208,2.8803904674,0.0783979873,0.6457977966
330,0.4573242791,0.3456261337,0.0022073822,0.3930499659,0.6054949687,0.2822004682,0.6676317811,2.9916597202,0.0600377196,0.5078982207
331,0.6016483543,0.4532290358,0.0161442362,0.5102379438,0.7958021158,0.3626858509,0.6463274033,3.0061206436,0.0951672157,0.3198402904
332,0.5432524295,0.4178664252,0.0195660521,0.3948550651,0.761773303,0.3446695053,0.6211083582,2.7242986865,0.1542332332,0.3032349828
333,0.4562260281,0.3870433215,0.0247066348,0.3350126422,0.7130389343,0.3355649961,0.5857948978,2.6972589777,0.2249509157,0.4296227978
334,0.4107471248,0.3688556729,0.0139936114,0.2812452658,0.6789655245,0.3285473157,0.5418607944,2.7058560847,0.2269043788,0.4948143904
335,0.6937791759,0.3516614476,0.0210861923,0.7622500295,0.934826261,0.4564918823,0.4973193409,2.7571993754,0.1685974699,0.4411943463
336,0.7877982058,0.6005437454,0.0255815459,1.0185690258,1.3434720493,0.5601522456,0.715517295,2.8317449748,0.1467807881,0.3114989609
337,0.7370526484,0.5827483911,0.0191358075,0.9271931915,1.2693705696,0.5465144363,0.8728105637,2.8435214891,0.1467501259,0.607185866
338,0.7094731326,0.5766113604,0.016392606,0.8404862817,1.1911407454,0.5412510499,0.8116862765,2.855367168,0.1501279601,0.7270350357
339,0.6646127533,0.3815843869,0.4447192634,0.8502650342,0.180441009,0.3146183212,0.7138516943,3.1692871571,0.0715516153,0.6004904093
340,0.4878154925,0.3853621126,0.448406121,0.7672471544,0.10597723,0.3218352345,0.6752826875,3.2431803589,0.0902477134,0.4674076473
341,0.6162130423,0.4811742759,0.4572440095,0.8817290455,0.2916036008,0.3007297563,0.6492721861,3.2495141396,0.1142538289,0.2614087804
342,0.5781412773,0.4995851422,0.4598028402,0.7501270925,0.2708767582,0.3179659059,0.6365786927,3.0446920277,0.2178111636,0.2404099049
343,0.4937444781,0.4839703961,0.4713001481,0.6807723088,0.2362757789,0.3522083583,0.5983915924,3.0134697829,0.2879824536,0.3551206283
344,0.4460966355,0.4643214464,0.464036878,0.6258365356,0.194511967,0.3289518245,0.5499001628,3.0191123923,0.2899287457,0.2740098914
345,0.6982114592,0.54257605,0.4683513004,1.0645911901,0.4650477394,0.3283900956,0.5087064112,3.0774074621,0.2339478546,0.2189056872
346,0.7983401588,0.6850525186,0.4746001726,1.313206548,0.6377866052,0.4419773697,0.736030885,3.1381404498,0.209567498,0.1081677086
347,0.8615045053,0.6575573712,0.4713489409,1.2236123136,0.558479742,0.4354174783,0.8828027912,3.1396610993,0.2107393217,0.4085896756
348,0.7441484848,0.6534382177,0.4702584625,1.1306846691,0.4740622941,0.4329932476,0.8220336463,3.1438327923,0.2174864912,0.5267776055
349,0.6948834314,0.422576896,0.0202314689,0.878976585,0.8593072806,0.3347010944,0.7092183235,2.5742475259,0.0949945389,0.5545029401
350,0.5041015383,0.4253783099,0.0221179102,0.7906713822,0.7282942594,0.4093998437,0.62557004,2.6321404707,0.1062664851,0.4261104952
351,0.6292398226,0.510347271,0.0275299209,0.8998091008,0.9054539902,0.4193096712,0.6202335898,2.6410507754,0.1265738814,0.2377385342
352,0.6701996992,0.5315101319,0.0289309953,0.7531530621,0.8958089469,0.4754144079,0.6679457479,2.4935660095,0.2514904995,0.197266002
353,0.6093926886,0.5057421517,0.0309535127,0.6843525665,0.8258157168,0.5160992254,0.6227210629,2.4613168419,0.322470163,0.3049491157
354,0.5677372195,0.48193463,0.0283463826,0.6415365453,0.8015746558,0.50757711,0.5737825729,2.4712370441,0.3261539726,0.3598653996
355,0.5512048468,0.4824822194,0.0300549321,0.999545551,1.0492957502,0.5109833097,0.547661427,2.3386332556,0.2666513133,0.2894881647
356,0.7735935473,0.6487213975,0.0351219568,1.3178983952,1.2180109574,0.6358501006,0.7688081024,2.4035052358,0.2373258159,0.1816768845
357,0.738466213,0.6299198045,0.034174488,1.2357833393,1.1437674007,0.6235117172,0.9055857985,2.4110409712,0.2411007792,0.3656420535
358,0.7234922584,0.7155672586,0.0331853623,1.1464499038,1.0629621168,0.6205812977,0.8457219065,2.4288270344,0.2473006412,0.4713974246
359,0.7077413878,0.4093846485,0.0121527302,0.7609328244,0.9182290711,0.3518766031,0.7153157478,0.6090452398,0.1172965911,2.2761269636
360,0.3415820222,0.4085743442,0.0117652956,0.6100295066,0.8489866516,0.3542763941,0.6690590227,0.7293114531,0.1290425396,2.4014150914
361,0.4521748855,0.4834601026,0.0090549236,0.7445852871,1.0096053344,0.3683560603,0.6605491413,0.6966629893,0.1519096069,2.5813688872
362,0.4434122144,0.4882802136,0.0083623859,0.5683188442,0.9817346263,0.3784685293,0.7167248326,0.713078907,0.3818374617,2.6482463156
363,0.3869603998,0.458133491,0.0087281864,0.4994121046,0.9125867823,0.4062807049,0.6458586042,0.7218327247,0.4598547042,2.5282347371
364,0.3816398935,0.4369515059,0.0129514176,0.4657791044,0.8952400766,0.397965205,0.4441282129,0.6893848417,0.500618549,2.6059184274
365,0.3759507101,0.4477310236,0.0138153176,0.8400796853,1.1376379989,0.4121407924,0.4165693326,0.7928436113,0.4321418788,2.6081929101
366,0.5648629013,0.6821504392,0.0111806938,1.0745531887,1.285074777,0.5820268991,0.6826524669,0.7207777896,0.4059566271,2.7074846929
367,0.5285852489,0.6459666029,0.0122127275,0.9899070904,1.2149633226,0.5829266037,0.8423344871,0.6907174242,0.4082868886,2.7443589843
368,0.517649181,0.6384519866,0.0134655234,0.8974676161,1.2202567434,0.575079485,0.7691584325,0.6556122747,0.4127075003,2.6435588006
369,0.5075909365,2.6203863465,0.8953709908,0.0826672405,0.2166798712,2.2766210959,2.2135146713,0.7358320356,0.1076344209,0.1537770016
370,2.0136813362,2.6213881527,0.8952905322,0.0059883079,0.2801474242,2.2757619419,2.3290781243,0.8727120152,0.1175786129,0.0728871634
371,1.90491535,2.5404022208,0.8961932259,0.2758898386,0.1378482125,2.2626658737,2.3373793306,0.8391228133,0.1450673877,0.033030853
372,1.758272163,2.5416082254,0.8966014533,0.0962536918,0.0364343766,2.2609701736,2.2335685818,0.8370249248,0.1999576505,0.0770057864
373,1.7917226762,2.5817314391,0.8941609374,0.0202225974,0.0146885959,2.2425281586,2.4028136694,0.836371166,0.2746767143,0.0517953316
374,1.8125063811,2.6049036559,0.8903459194,0.0005268117,0.0387337688,2.320526233,2.4603346868,0.7925431718,0.3349909252,0.0033532163
375,1.805228555,2.5924211668,0.8874761507,0.3416779088,0.1482696511,2.2985773554,2.45770144,0.9136476511,0.2885768648,0.0298133476
376,1.630779361,2.256744345,0.8878491128,0.6087783512,0.2930030994,2.1098988166,2.2295436474,0.8323293068,0.3672817604,0.0891723844
377,1.6831812836,2.3181585798,0.8879577634,0.528386723,0.2278014499,2.1302529651,2.1159754848,0.7879528377,0.3558653492,0.1111901027
378,1.6901920041,2.3289212231,0.8864828129,0.4354588474,0.1620650429,2.1408157614,2.1793716614,0.7358334777,0.3470931162,0.1001685227
379,1.6952786017,2.4314040548,0.3652621378,0.8214392544,0.8212890132,2.2474432064,2.2112082378,2.3799870318,0.2206998625,0.0709979998
380,62.3793883024,2.4328727334,0.3650986825,0.7374726867,0.7407801517,2.2498334769,2.26892976,2.2289326093,0.2234696765,0.0090805457
381,62.2728245867,2.3493793539,0.3649814639,0.9615164316,0.8715315697,2.1878892738,2.2870538434,2.2629838799,0.2300199716,0.0227553383
382,62.2781587118,2.3519019212,0.3648837903,0.7153162313,0.840636905,2.1873593623,2.3502647525,2.2722579372,0.2676567146,0.0470666187
383,62.3322816268,2.3974797482,0.3942568683,0.6306302954,0.7954213165,2.2272531061,2.4097333904,2.2900131429,0.3358028743,0.0625019893
384,62.3564990307,2.4205804957,0.3960030013,0.604979065,0.8948608738,2.2444631896,2.4575949045,2.3432266769,0.4016904973,0.0253988574
385,62.3589011104,2.4082827084,0.3929901173,0.6217106137,0.8275987089,2.2215955686,2.4479272612,2.2184521513,0.3581962749,0.0497753553
386,62.1866028077,2.2032287774,0.3929703422,0.8862218929,0.9960538336,2.03185177,2.243524841,2.2963900049,0.4521041513,0.0735386331
387,62.2109566609,2.2288962022,0.3941297552,0.804755174,0.9464677778,2.0428417635,2.2743075887,2.3619091571,0.4288192457,0.0865257479
388,62.2169773939,2.2383782285,0.3928306866,0.7215252205,0.901092199,2.0496949931,2.3052792116,2.4249142969,0.4189230746,0.1281896553
389,62.2197059965,2.2364336581,0.1636947502,0.6007893846,0.645163155,1.5770222956,1.6811343863,0.5503030089,0.2869683977,2.4408780366
390,0.3292047776,2.2375916588,0.1633957375,0.5310781052,0.6056686795,1.5781434086,1.6980943883,0.7289428648,0.2873459414,2.5177102017
391,0.2910267432,2.1152745753,0.1604927047,0.4439322092,0.540789629,1.6061456101,1.6996963495,0.7054417569,0.2816484458,2.519816856
392,0.5269663079,2.1174760465,0.1578085458,0.3045549952,0.5304767663,1.6035701224,1.7100282856,0.7017528242,0.2999474204,2.5308701051
393,0.5403527901,2.1560821108,0.153049821,0.2840233677,0.5081287555,1.6028289485,1.7247517507,0.6825997983,0.3664107297,2.4105039621
394,0.5301756366,2.1851667299,0.1543587576,0.2831451823,0.4964935728,1.6132645538,1.7425281283,0.6403275705,0.4011495369,2.441246393
395,0.537044129,2.1525825982,0.1495278245,0.2789897018,0.4567996659,1.6000085528,1.7292810178,0.7965900402,0.3667293888,2.4214739281
396,0.4930008017,1.9894238147,0.1499257269,0.3073290524,0.4841805089,1.4506970049,1.7527836295,0.7438544008,0.361060692,2.420575408
397,0.4906937119,2.0335414217,0.1499939018,0.2894629292,0.4679992353,1.4641464007,1.7468751057,0.6959624911,0.3679264724,2.417955856
398,0.4946074011,2.0482435217,0.1490951866,0.2589680058,0.4520172624,1.4699295779,1.7659010918,0.6388722846,0.3803122213,2.3392502836
399,0.5009296724,2.0592952009,0.783190194,3.2212519466,2.8233659529,0.2896187999,0.1477690759,0.5370754099,0.2439786522,0.1504297544
400,0.1131177518,2.0762149443,0.782902054,3.2238696391,2.8393809511,0.2899533437,0.1466684095,0.7337333181,0.2519327803,0.1061584266
401,0.1113700366,2.1102025787,0.7772397608,3.2467649657,2.9080070376,0.2805818775,0.1488310316,0.7408543992,0.2539791887,0.1024734191
402,0.1210239956,2.1062416368,0.7714348832,3.3079649559,2.9100156684,0.2841536339,0.1566926321,0.741095196,0.2830052171,0.3159542931
403,0.1268806551,2.118191506,0.7652796093,3.3031883186,2.9143790656,0.2792074053,0.1582577532,0.7344569622,0.3002419928,0.357893262
404,0.1257748647,2.1376842884,0.7660866939,2.9794930181,2.5498226298,0.2686866672,0.1549426781,0.7152152674,0.3175712325,0.3468795921
405,0.1267034418,2.1463825425,0.7599061076,2.9747462695,2.5717241868,0.2685919429,0.1577930399,0.6620697231,0.2937603946,0.3706019742
406,0.1153514013,2.1790884145,0.7608700949,2.9623033995,2.5795494377,0.2476561158,0.5118435701,0.6512719346,0.2939715919,0.3723427101
407,0.1152184804,2.1935936923,0.760211664,2.9541989838,2.5790355528,0.2446978316,0.5130478406,0.6464577397,0.3059673126,0.3905349472
408,0.1133100586,2.1930092267,0.7595140769,2.9596831329,2.5792856207,0.2470438869,0.5153455456,0.6364608542,0.3166828034,0.3996462535
409,0.1126640494,1.935858385,0.7052778021,3.3050138468,3.031646469,0.1217157198,0.0400827609,0.1410659184,0.0745758687,0.0601583309
410,0.0166430951,1.9331246805,0.7049515911,3.3051516161,3.0328442454,0.1275150373,0.0407514745,0.1321691513,0.0746106151,0.0321867338
411,0.0164781051,1.9420894027,0.6964968276,3.323088351,3.0770795652,0.1295180889,0.045795237,0.1517192257,0.0733447636,0.0328102129
412,0.0166311981,1.9547956879,0.6877036909,3.3710410669,3.0778271909,0.1285644703,0.0461197376,0.1495295717,0.0760653992,0.0215700042
413,0.0171838739,1.9574957876,0.6803068618,3.3644561089,3.0920165112,0.1259243152,0.040144203,0.1435887527,0.0755707086,0.0006262854
414,0.018256132,1.9645093679,0.6810819299,3.3370110902,3.0811562562,0.1193678703,0.0390880547,0.1359093997,0.0712296739,0.0050481351
415,0.0174981206,1.9780151128,0.6738038253,3.3219533886,3.0877366245,0.1197273977,0.0390079297,0.1166516758,0.097282636,0.0029833718
416,0.015000253,1.9906974638,0.6754518175,3.3041373002,3.0900906296,0.1115329222,0.0374804374,0.1140064024,0.0977376529,0.0053514296
417,0.0161894902,1.9952900461,0.6748789779,3.2993597898,3.0847019962,0.1119834518,0.0369296773,0.1144728087,0.0939438804,0.0066700707
418,0.0145715134,1.9940166272,0.6744601033,3.3024704084,3.080562374,0.1156538847,0.0369699305,0.1083505744,0.1328851789,0.0096735332
419,0.0260350646,2.6088541522,0.2380238655,3.2613344113,3.0756216255,2.7758154091,2.890314388,0.0526151068,0.0135842966,0.0272183094
420,0.0113558181,2.6347405142,0.2379979764,3.2619367471,3.0754969164,2.7688909051,2.8891501525,0.0487083305,0.013016582,0.0312116889
421,0.0119339846,2.6612420303,0.2300021555,3.2764167396,3.1098727226,2.7664667316,2.8855323495,0.0596889158,0.0120539294,0.0321310626
422,0.0146810693,2.6605115469,0.220357312,3.3188022288,3.1129909144,2.7680228156,2.8859206902,0.0581198665,0.0213768383,0.0308241187
423,0.0144834979,2.667765228,0.2133226234,3.3068691694,3.1081172143,2.7715815766,2.889832491,0.0559123524,0.0215430175,0.0391965095
424,0.0127843644,2.6961539971,0.2137157593,3.281082173,3.0954040455,2.7763015303,2.8898836862,0.0505430065,0.0203297659,0.0365738677
425,0.0144083625,2.7109587496,0.2062404667,3.2647496028,3.0997233738,2.7753447614,2.8897401521,0.0453210989,0.0197855543,0.0365514582
426,0.0156816011,2.7421739131,0.2096230792,3.2491107363,3.1068451672,2.7809100735,2.8882964571,0.0464808472,0.0405234456,0.0367945437
427,0.0143207409,2.7665041899,0.2108621053,3.2418088817,3.1006451148,2.7793720426,2.8882657168,0.0485829682,0.0397219169,0.039499095
428,0.1413064571,2.764666376,0.2107639199,3.2451793313,3.0979191492,2.7797827894,2.8879878025,0.0437725715,0.0328786005,0.0428072968
429,0.1230461935,1.6299092945,0.2189415671,3.2124725113,3.1594075102,2.7467074285,2.0175816333,0.0153026676,0.0649692077,0.0436420232
430,0.1082008571,1.7003227282,0.2167515087,3.2256757148,3.1657724781,2.7349055943,2.0265272344,0.0136175155,0.0648726747,0.0444497118
431,0.0814013611,1.7434930097,0.2109175926,3.2376599257,3.189176062,2.7333237901,2.0235560186,0.0201449012,0.0639071747,0.0452678814
432,0.0774193688,1.7431708273,0.2022982759,3.2778681794,3.1893307367,2.7351121796,2.0241196811,0.019703352,0.0708534216,0.044306444
433,0.0596694716,1.7579284693,0.1953689459,3.2792741701,3.1883126368,2.73623877,2.0291090831,0.017869001,0.0692611715,0.0462725042
434,0.0487972504,1.8025790472,0.1898395216,3.2542639697,3.1763799134,2.7378430385,2.0299914605,0.0125294005,0.0692028957,0.0453667737
435,0.0154641895,1.8260862028,0.18137501,3.2381602509,3.1779844185,2.7369657786,2.029725159,0.0111745115,0.0679407213,0.0452767183
436,0.0028404413,1.8558329918,0.1871492123,3.2381856041,3.1766411953,2.7400540692,2.026414057,0.0127197172,0.0684143329,0.0449247275
437,0.0098468951,1.8893599708,0.1892847207,3.2310631416,3.1712149249,2.7369558651,2.0259964104,0.0151484747,0.0668817076,0.0454214333
438,0.4397604304,1.8977489312,0.1905529704,3.2271645901,3.1689257836,2.7359257685,2.0247359138,0.0139663427,0.0539681805,0.0425250315
439,0.3592619443,1.5909055089,0.2233827064,4.4525405546,0.0218224318,2.7655353949,1.925962285,0.0363869679,0.0593873139,0.0272483236
440,0.410552874,1.6814849776,0.219968492,4.4616553517,0.0326013743,2.791550428,1.9486311942,0.0452097414,0.0633226817,0.0299686334
441,0.3577659396,1.7362248558,0.1967644932,4.4735832751,0.0501401171,2.8032276393,1.9568151022,0.0396267293,0.0625490512,0.031032508
442,0.3463872164,1.7329690816,0.185949876,4.5175794271,0.0497488808,2.791930918,1.9632741745,0.0386614161,0.0650279675,0.031538332
443,0.3125266608,1.7453233146,0.1802560235,4.5241950194,0.0475210485,2.8043651976,1.9881044488,0.0410803943,0.0646098691,0.032757449
444,0.2785101635,1.821737445,0.171410633,4.5112121199,0.0403096613,2.8171770453,2.0011072868,0.04525145,0.0648605104,0.0326571871
445,0.2202922105,1.8565934998,0.1638215677,4.5059705245,0.0404993771,2.8221528864,2.0017697185,0.0463002301,0.0634505135,0.0326532493
446,0.1922178133,1.9069649086,0.1686572159,4.5089665213,0.0429317619,2.8380924839,2.0096009198,0.0485348043,0.0586721981,0.0292079753
447,0.1498483744,1.9336188797,0.1711345733,4.5081539458,0.0408012571,2.8410375781,2.0102196446,0.0498036176,0.0460692596,0.0246207086
448,0.57707431,1.9334824888,0.1726306161,4.5053242394,0.0391098756,2.8413852038,2.009774535,0.049491748,0.0262671971,0.016794354
449,0.4578850324,1.5748777519,0.1956635472,4.6410083745,4.8431228912,1.6758343178,2.2283716985,0.0899634607,0.0352019524,0.0271636839
450,0.35694117,1.6209184444,0.1917347814,4.6520526975,4.8441134347,1.7087857983,2.2339313741,0.0979228586,0.0287749324,0.0167185958
